TIMESTAMP,trap-xcor,trap-ycor
2010-01-01 12:00:12.658,2.0,2.0
2010-01-01 12:00:12.669,6.0,2.0
2010-01-01 12:00:12.688,-9.0,5.0
2010-01-01 12:00:12.696,11.0,-8.0
2010-01-01 12:00:12.702,-5.0,-1.0
2010-01-01 12:00:12.713,12.0,-7.0
2010-01-01 12:00:12.717,11.0,-12.0
2010-01-01 12:00:12.723,10.0,11.0
2010-01-01 12:00:12.727,-15.0,1.0
2010-01-01 12:00:12.732,-6.0,1.0
2010-01-01 12:00:12.750,0.0,12.0
2010-01-01 12:00:12.755,1.0,14.0
2010-01-01 12:00:12.786,11.0,-2.0
2010-01-01 12:00:12.800,3.0,10.0
2010-01-01 12:00:12.812,11.0,-11.0
2010-01-01 12:00:12.826,7.0,-1.0
2010-01-01 12:00:12.831,13.0,-9.0
2010-01-01 12:00:12.833,-1.0,6.0
2010-01-01 12:00:12.844,7.0,6.0
2010-01-01 12:00:12.889,6.0,-8.0
2010-01-01 12:00:12.911,-7.0,16.0
2010-01-01 12:00:12.943,13.0,-14.0
2010-01-01 12:00:12.957,13.0,-12.0
2010-01-01 12:00:12.967,15.0,1.0
2010-01-01 12:00:12.990,-11.0,15.0
2010-01-01 12:00:13.051,15.0,-16.0
2010-01-01 12:00:13.055,-1.0,16.0
2010-01-01 12:00:13.065,-11.0,-1.0
2010-01-01 12:00:13.079,14.0,-10.0
2010-01-01 12:00:13.092,14.0,-10.0
2010-01-01 12:00:13.096,4.0,8.0
2010-01-01 12:00:13.099,-14.0,5.0
2010-01-01 12:00:13.100,1.0,-16.0
2010-01-01 12:00:13.115,-16.0,16.0
2010-01-01 12:00:13.122,16.0,-16.0
2010-01-01 12:00:13.130,-5.0,15.0
2010-01-01 12:00:13.134,13.0,4.0
2010-01-01 12:00:13.151,14.0,-13.0
2010-01-01 12:00:13.165,2.0,11.0
2010-01-01 12:00:13.168,-3.0,-1.0
2010-01-01 12:00:13.179,15.0,-1.0
2010-01-01 12:00:13.209,8.0,9.0
2010-01-01 12:00:13.212,13.0,2.0
2010-01-01 12:00:13.220,14.0,3.0
2010-01-01 12:00:13.232,0.0,16.0
2010-01-01 12:00:13.249,-16.0,7.0
2010-01-01 12:00:13.282,16.0,-5.0
2010-01-01 12:00:13.294,5.0,12.0
2010-01-01 12:00:13.297,12.0,-4.0
2010-01-01 12:00:13.325,13.0,-11.0
2010-01-01 12:00:13.349,4.0,4.0
2010-01-01 12:00:13.355,6.0,7.0
2010-01-01 12:00:13.376,16.0,2.0
2010-01-01 12:00:13.377,14.0,-3.0
2010-01-01 12:00:13.393,4.0,12.0
2010-01-01 12:00:13.399,13.0,0.0
2010-01-01 12:00:13.429,6.0,10.0
2010-01-01 12:00:13.477,0.0,5.0
2010-01-01 12:00:13.512,7.0,-8.0
2010-01-01 12:00:13.514,11.0,5.0
2010-01-01 12:00:13.519,6.0,-1.0
2010-01-01 12:00:13.521,6.0,-1.0
2010-01-01 12:00:13.534,16.0,-10.0
2010-01-01 12:00:13.572,-16.0,2.0
2010-01-01 12:00:13.578,9.0,4.0
2010-01-01 12:00:13.605,-10.0,2.0
2010-01-01 12:00:13.631,16.0,6.0
2010-01-01 12:00:13.685,7.0,0.0
2010-01-01 12:00:13.699,8.0,0.0
2010-01-01 12:00:13.701,-3.0,16.0
2010-01-01 12:00:13.729,11.0,10.0
2010-01-01 12:00:13.738,14.0,5.0
2010-01-01 12:00:13.765,10.0,-7.0
2010-01-01 12:00:13.782,15.0,-13.0
2010-01-01 12:00:13.792,-7.0,8.0
2010-01-01 12:00:13.805,4.0,-11.0
2010-01-01 12:00:13.814,2.0,5.0
2010-01-01 12:00:13.837,-13.0,4.0
2010-01-01 12:00:13.845,-7.0,3.0
2010-01-01 12:00:13.860,8.0,-4.0
2010-01-01 12:00:13.866,2.0,16.0
2010-01-01 12:00:13.902,16.0,5.0
2010-01-01 12:00:13.904,7.0,-10.0
2010-01-01 12:00:13.905,16.0,4.0
2010-01-01 12:00:13.917,2.0,13.0
2010-01-01 12:00:13.930,16.0,-9.0
2010-01-01 12:00:13.932,6.0,14.0
2010-01-01 12:00:13.946,9.0,6.0
2010-01-01 12:00:13.948,9.0,7.0
2010-01-01 12:00:13.964,0.0,10.0
2010-01-01 12:00:14.017,15.0,-7.0
2010-01-01 12:00:14.037,-6.0,16.0
2010-01-01 12:00:14.069,1.0,2.0
2010-01-01 12:00:14.080,15.0,-12.0
2010-01-01 12:00:14.083,1.0,16.0
2010-01-01 12:00:14.100,-14.0,7.0
2010-01-01 12:00:14.107,13.0,6.0
2010-01-01 12:00:14.125,-7.0,-3.0
2010-01-01 12:00:14.129,8.0,-14.0
2010-01-01 12:00:14.130,5.0,15.0
2010-01-01 12:00:14.160,7.0,-6.0
2010-01-01 12:00:14.169,-6.0,13.0
2010-01-01 12:00:14.182,7.0,11.0
2010-01-01 12:00:14.183,13.0,-2.0
2010-01-01 12:00:14.191,-9.0,14.0
2010-01-01 12:00:14.202,15.0,6.0
2010-01-01 12:00:14.220,12.0,5.0
2010-01-01 12:00:14.223,9.0,9.0
2010-01-01 12:00:14.235,14.0,-1.0
2010-01-01 12:00:14.247,8.0,8.0
2010-01-01 12:00:14.253,7.0,12.0
2010-01-01 12:00:14.259,-4.0,14.0
2010-01-01 12:00:14.264,-3.0,1.0
2010-01-01 12:00:14.265,-12.0,2.0
2010-01-01 12:00:14.270,16.0,-13.0
2010-01-01 12:00:14.284,12.0,-15.0
2010-01-01 12:00:14.299,-11.0,4.0
2010-01-01 12:00:14.318,5.0,-2.0
2010-01-01 12:00:14.322,10.0,2.0
2010-01-01 12:00:14.407,13.0,3.0
2010-01-01 12:00:14.426,3.0,14.0
2010-01-01 12:00:14.450,-4.0,8.0
2010-01-01 12:00:14.460,12.0,2.0
2010-01-01 12:00:14.491,2.0,-15.0
2010-01-01 12:00:14.554,9.0,-8.0
2010-01-01 12:00:14.599,14.0,0.0
2010-01-01 12:00:14.612,7.0,-5.0
2010-01-01 12:00:14.634,6.0,9.0
2010-01-01 12:00:14.638,12.0,8.0
2010-01-01 12:00:14.644,14.0,1.0
2010-01-01 12:00:14.667,14.0,8.0
2010-01-01 12:00:14.673,15.0,-9.0
2010-01-01 12:00:14.694,10.0,0.0
2010-01-01 12:00:14.698,16.0,0.0
2010-01-01 12:00:14.701,-5.0,2.0
2010-01-01 12:00:14.707,15.0,-14.0
2010-01-01 12:00:14.725,4.0,7.0
2010-01-01 12:00:14.728,16.0,3.0
2010-01-01 12:00:14.736,15.0,4.0
2010-01-01 12:00:14.743,5.0,16.0
2010-01-01 12:00:14.752,8.0,12.0
2010-01-01 12:00:14.765,12.0,3.0
2010-01-01 12:00:14.770,12.0,-11.0
2010-01-01 12:00:14.777,12.0,6.0
2010-01-01 12:00:14.795,8.0,1.0
2010-01-01 12:00:14.802,8.0,1.0
2010-01-01 12:00:14.812,8.0,10.0
2010-01-01 12:00:14.818,4.0,5.0
2010-01-01 12:00:14.832,3.0,12.0
2010-01-01 12:00:14.849,12.0,-12.0
2010-01-01 12:00:14.862,15.0,11.0
2010-01-01 12:00:14.870,4.0,9.0
2010-01-01 12:00:14.873,16.0,1.0
2010-01-01 12:00:14.888,12.0,12.0
2010-01-01 12:00:14.940,13.0,9.0
2010-01-01 12:00:14.963,10.0,13.0
2010-01-01 12:00:14.972,-12.0,0.0
2010-01-01 12:00:14.989,4.0,13.0
2010-01-01 12:00:15.024,5.0,11.0
2010-01-01 12:00:15.062,7.0,8.0
2010-01-01 12:00:15.079,7.0,2.0
2010-01-01 12:00:15.097,3.0,-5.0
2010-01-01 12:00:15.107,13.0,7.0
2010-01-01 12:00:15.121,6.0,12.0
2010-01-01 12:00:15.123,9.0,8.0
2010-01-01 12:00:15.135,-5.0,11.0
2010-01-01 12:00:15.138,11.0,2.0
2010-01-01 12:00:15.147,13.0,12.0
2010-01-01 12:00:15.161,16.0,8.0
2010-01-01 12:00:15.170,-2.0,0.0
2010-01-01 12:00:15.211,15.0,5.0
2010-01-01 12:00:15.228,7.0,9.0
2010-01-01 12:00:15.244,5.0,9.0
2010-01-01 12:00:15.342,5.0,10.0
2010-01-01 12:00:15.344,10.0,15.0
2010-01-01 12:00:15.378,8.0,15.0
2010-01-01 12:00:15.382,10.0,1.0
2010-01-01 12:00:15.391,16.0,-11.0
2010-01-01 12:00:15.401,4.0,11.0
2010-01-01 12:00:15.410,9.0,-11.0
2010-01-01 12:00:15.431,7.0,5.0
2010-01-01 12:00:15.432,-7.0,7.0
2010-01-01 12:00:15.445,8.0,-9.0
2010-01-01 12:00:15.472,1.0,9.0
2010-01-01 12:00:15.500,12.0,7.0
2010-01-01 12:00:15.527,12.0,9.0
2010-01-01 12:00:15.565,-2.0,11.0
2010-01-01 12:00:15.570,11.0,1.0
2010-01-01 12:00:15.602,14.0,4.0
2010-01-01 12:00:15.607,15.0,-10.0
2010-01-01 12:00:15.613,-3.0,8.0
2010-01-01 12:00:15.617,-3.0,6.0
2010-01-01 12:00:15.664,-3.0,6.0
2010-01-01 12:00:15.698,15.0,8.0
2010-01-01 12:00:15.700,11.0,-13.0
2010-01-01 12:00:15.792,2.0,15.0
2010-01-01 12:00:15.915,7.0,-4.0
2010-01-01 12:00:15.921,10.0,-13.0
2010-01-01 12:00:15.936,10.0,-3.0
2010-01-01 12:00:15.960,16.0,-15.0
2010-01-01 12:00:15.968,11.0,9.0
2010-01-01 12:00:15.976,15.0,7.0
2010-01-01 12:00:16.008,14.0,16.0
2010-01-01 12:00:16.053,11.0,8.0
2010-01-01 12:00:16.056,2.0,14.0
2010-01-01 12:00:16.110,9.0,10.0
2010-01-01 12:00:16.148,3.0,1.0
2010-01-01 12:00:16.227,15.0,2.0
2010-01-01 12:00:16.235,-6.0,-1.0
2010-01-01 12:00:16.236,0.0,3.0
2010-01-01 12:00:16.238,0.0,14.0
2010-01-01 12:00:16.242,14.0,10.0
2010-01-01 12:00:16.245,9.0,5.0
2010-01-01 12:00:16.280,3.0,8.0
2010-01-01 12:00:16.289,5.0,13.0
2010-01-01 12:00:16.346,-10.0,-3.0
2010-01-01 12:00:16.373,13.0,11.0
2010-01-01 12:00:16.376,8.0,-13.0
2010-01-01 12:00:16.382,-4.0,11.0
2010-01-01 12:00:16.398,12.0,11.0
2010-01-01 12:00:16.428,-1.0,10.0
2010-01-01 12:00:16.504,5.0,14.0
2010-01-01 12:00:16.517,14.0,14.0
2010-01-01 12:00:16.595,6.0,5.0
2010-01-01 12:00:16.685,1.0,-3.0
2010-01-01 12:00:16.741,8.0,2.0
2010-01-01 12:00:16.777,3.0,13.0
2010-01-01 12:00:16.779,11.0,6.0
2010-01-01 12:00:16.878,15.0,15.0
2010-01-01 12:00:16.919,13.0,8.0
2010-01-01 12:00:17.014,5.0,2.0
2010-01-01 12:00:17.099,9.0,-16.0
2010-01-01 12:00:17.181,14.0,6.0
2010-01-01 12:00:17.238,-8.0,12.0
2010-01-01 12:00:17.286,7.0,4.0
2010-01-01 12:00:17.394,16.0,10.0
2010-01-01 12:00:17.477,10.0,14.0
2010-01-01 12:00:17.542,14.0,7.0
2010-01-01 12:00:17.583,7.0,10.0
2010-01-01 12:00:17.773,16.0,14.0
2010-01-01 12:00:17.816,12.0,10.0
2010-01-01 12:00:17.885,7.0,15.0
2010-01-01 12:00:17.928,16.0,-14.0
2010-01-01 12:00:18.039,10.0,-5.0
2010-01-01 12:00:18.090,10.0,8.0
2010-01-01 12:00:18.130,16.0,11.0
2010-01-01 12:00:18.156,-1.0,13.0
2010-01-01 12:00:18.337,10.0,6.0
2010-01-01 12:00:18.402,15.0,16.0
2010-01-01 12:00:18.577,4.0,-1.0
2010-01-01 12:00:18.629,4.0,3.0
2010-01-01 12:00:19.173,11.0,-9.0
2010-01-01 12:00:19.217,3.0,15.0
2010-01-01 12:00:19.258,16.0,16.0
2010-01-01 12:00:19.382,15.0,10.0
2010-01-01 12:00:19.393,-5.0,16.0
2010-01-01 12:00:19.541,13.0,13.0
2010-01-01 12:00:19.561,15.0,14.0
2010-01-01 12:00:19.774,8.0,11.0
2010-01-01 12:00:19.776,-4.0,13.0
2010-01-01 12:00:19.964,0.0,7.0
2010-01-01 12:00:20.046,9.0,15.0
2010-01-01 12:00:20.991,10.0,9.0
2010-01-01 12:00:21.217,16.0,12.0
2010-01-01 12:00:21.359,11.0,12.0
2010-01-01 12:00:21.561,7.0,1.0
2010-01-01 12:00:21.714,-2.0,13.0
2010-01-01 12:00:23.189,5.0,5.0
2010-01-01 12:00:23.859,9.0,14.0
2010-01-01 12:00:24.062,14.0,9.0
2010-01-01 12:00:24.430,10.0,5.0
2010-01-01 12:00:25.048,10.0,12.0
2010-01-01 12:00:25.163,6.0,3.0
2010-01-01 12:00:26.731,12.0,15.0
2010-01-01 12:00:27.128,13.0,10.0
